date,campaign_id,conversions,conversions_value,conversion_action_category,conversion_action_resource_name,rl_ingested_at
2023-01-28,18847989012,1.0,95.43,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755719 UTC
2023-01-28,1846934876,6.240759,910.97473965,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755649 UTC
2023-01-29,1846935299,17.691217,2798.75830236,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755764 UTC
2023-01-29,8870787276,33.373712,3647.98751638,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755788 UTC
2023-01-29,14944573582,2.0,425.08,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755810 UTC
2023-01-29,1846934876,4.775975,633.30384736,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755741 UTC
2023-01-30,8870787276,49.191767,5196.21297918,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755884 UTC
2023-01-30,14944573582,1.0,103.42,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755907 UTC
2023-01-30,1846935299,5.775141,709.78729052,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755861 UTC
2023-01-30,14989785082,2.0,229.96,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755931 UTC
2023-01-30,18856235667,0.012557,1.02377221,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755956 UTC
2023-01-30,1846934876,4.897107,480.37342808,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755838 UTC
2023-01-31,18856235667,1.0,149.94,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756074 UTC
2023-01-31,14945288086,0.79778,39.3943764,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756050 UTC
2023-01-31,1846934876,5.782488,611.89468222,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.755979 UTC
2023-01-31,1846935299,8.130226,1172.64597258,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756002 UTC
2023-01-31,8870787276,43.752869,5446.33481004,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756027 UTC
2023-02-01,1846934876,3.735641,522.80635446,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756099 UTC
2023-02-01,8870787276,46.333205,4349.2226243,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756145 UTC
2023-02-01,1846935299,6.810567,811.00129995,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756122 UTC
2023-02-01,18863099651,1.0,55.13,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756169 UTC
2023-02-02,8870787276,30.199862,2564.14534222,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756240 UTC
2023-02-02,14945288086,1.0,66.63,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756287 UTC
2023-02-02,1846934876,7.75,1056.695,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756194 UTC
2023-02-02,14944573582,0.0,0.24973476,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756263 UTC
2023-02-02,1846935299,8.606888,1562.59684646,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756217 UTC
2023-02-03,8870787276,31.99328,3278.16035963,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756359 UTC
2023-02-03,1846935299,5.067977,418.1727596,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756335 UTC
2023-02-03,18863099651,0.128895,7.8471276,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756407 UTC
2023-02-03,1846934876,4.341562,440.3225344,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756311 UTC
2023-02-03,14989785082,1.0,55.13,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756382 UTC
2023-02-04,18863099651,0.057267,7.10740737,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756527 UTC
2023-02-04,14989785082,0.174556,16.64740572,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756504 UTC
2023-02-04,1846934876,2.94401,218.46677953,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756430 UTC
2023-02-04,8870787276,37.703451,5399.50660654,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756477 UTC
2023-02-04,1846935299,9.30572,1317.62982915,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756453 UTC
2023-02-05,18863099651,0.523029,176.14047633,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756675 UTC
2023-02-05,18856235667,0.005409,0.9509022,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756652 UTC
2023-02-05,14944101303,0.174556,8.61957528,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756628 UTC
2023-02-05,8870787276,41.037067,4643.13607037,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756605 UTC
2023-02-05,1846935299,6.647859,1128.03473008,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756582 UTC
2023-02-05,1846934876,5.930635,682.99331883,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756551 UTC
2023-02-06,1846934876,5.897345,502.80247034,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756698 UTC
2023-02-06,1846935299,6.689191,559.62862174,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756723 UTC
2023-02-06,8870787276,41.951779,3325.72725954,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756747 UTC
2023-02-07,1846934876,3.355861,340.67415817,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756770 UTC
2023-02-07,1846935299,5.164049,501.86479607,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756793 UTC
2023-02-07,8870787276,51.534881,4442.60893763,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756815 UTC
2023-02-08,1846934876,9.208311,1472.29393917,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756838 UTC
2023-02-08,14944101303,0.091589,3.14427661,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756908 UTC
2023-02-08,18863099651,1.0,120.66,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756932 UTC
2023-02-08,1846935299,4.27732,419.44431757,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756861 UTC
2023-02-08,8870787276,42.829874,3583.68781693,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756884 UTC
2023-02-09,1846935299,6.847363,853.47769857,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756979 UTC
2023-02-09,1846934876,1.238886,103.66796106,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.756956 UTC
2023-02-09,18856235667,1.0,23.0,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757028 UTC
2023-02-09,8870787276,31.159232,3044.62160936,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757003 UTC
2023-02-09,18863099651,0.0,0.20279128,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757049 UTC
2023-02-10,18847989012,1.0,101.11,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757173 UTC
2023-02-10,1846935299,6.494131,758.04983357,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757098 UTC
2023-02-10,18856235667,1.0,66.63,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757199 UTC
2023-02-10,1846934876,3.009322,152.29604428,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757072 UTC
2023-02-10,14989785082,1.0,91.35,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757148 UTC
2023-02-10,18863099651,0.104787,11.19229947,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757224 UTC
2023-02-10,8870787276,33.928842,3344.60235494,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757123 UTC
2023-02-11,8870787276,48.006868,4290.03975757,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757293 UTC
2023-02-11,18863099651,0.895213,95.61770053,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757317 UTC
2023-02-11,1846935299,4.732638,463.77558493,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757270 UTC
2023-02-11,1846934876,8.115023,861.16579587,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757246 UTC
2023-02-12,18856235667,1.0,112.39,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757434 UTC
2023-02-12,14944573582,1.0,233.32,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757411 UTC
2023-02-12,8870787276,44.278773,3709.85808492,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757387 UTC
2023-02-12,1846934876,6.824822,894.2603755,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757342 UTC
2023-02-12,1846935299,8.291343,875.71764081,PURCHASE,customers/3999681998/conversionActions/276742030,2025-08-13 14:32:56.757365 UTC
